Date,Adj Close,Volume
2023-03-02,170.91525268554688,4476300
2023-03-03,170.74761962890625,3627100
2023-03-06,171.0927734375,3611400
2023-03-07,170.2447052001953,4094900
2023-03-08,170.7081756591797,2920200
2023-03-09,169.4163360595703,4042100
2023-03-10,169.64315795898438,4129900
2023-03-13,171.2998504638672,8265100
2023-03-14,171.12234497070312,6480800
2023-03-15,174.17933654785156,7099800
2023-03-16,174.0609893798828,4734400
2023-03-17,172.70013427734375,8854600
2023-03-20,175.12600708007812,4367000
