Date,Adj Close,Volume
2023-03-02,58.25300979614258,1727900
2023-03-03,59.43226623535156,1908900
2023-03-06,59.83200454711914,2133900
2023-03-07,59.33232498168945,2556000
2023-03-08,59.422264099121094,2792700
2023-03-09,58.10310363769531,4290900
2023-03-10,55.70463180541992,4381100
2023-03-13,54.6752815246582,3391100
2023-03-14,55.66465377807617,3038700
2023-03-15,52.89641571044922,4200900
2023-03-16,53.48603820800781,4558200
2023-03-17,52.42671203613281,4162300
2023-03-20,53.87579345703125,3032100
