Date,Adj Close,Volume
2023-03-02,51.17367172241211,1809000
2023-03-03,51.163909912109375,1937600
2023-03-06,51.32986831665039,3279000
2023-03-07,50.89057159423828,3255000
2023-03-08,51.87655258178711,5360300
2023-03-09,51.085811614990234,2940000
2023-03-10,51.261531829833984,2612900
2023-03-13,52.01322555541992,2421700
2023-03-14,52.4915771484375,2889700
2023-03-15,53.04801940917969,2534300
2023-03-16,52.774681091308594,2648200
2023-03-17,52.11084747314453,4545200
2023-03-20,52.79420852661133,2404500
