Date,Adj Close,Volume
2023-03-02,50.737728118896484,1994900
2023-03-03,51.209800720214844,1910000
2023-03-06,51.10161590576172,1377200
2023-03-07,50.14764404296875,1178700
2023-03-08,50.71805953979492,1490600
2023-03-09,50.413177490234375,1393500
2023-03-10,49.36085510253906,1126100
2023-03-13,50.629547119140625,2172000
2023-03-14,51.19996643066406,2276400
2023-03-15,52.222782135009766,2710900
2023-03-16,52.60634231567383,2090800
2023-03-17,52.2916259765625,4035900
2023-03-20,52.87187957763672,1720900
