Date,Adj Close,Volume
2023-03-02,38.03937530517578,6917400
2023-03-03,38.53480911254883,5885800
2023-03-06,38.50508499145508,5164100
2023-03-07,37.50430679321289,5195800
2023-03-08,36.82061004638672,5565200
2023-03-09,35.24513244628906,7695600
2023-03-10,34.214630126953125,8529500
2023-03-13,33.07513427734375,11090100
2023-03-14,33.11476516723633,8145700
2023-03-15,30.13225746154785,23463100
2023-03-16,30.71687126159668,15457400
2023-03-17,29.676462173461914,17666200
2023-03-20,30.40970230102539,12240900
