Date,Adj Close,Volume
2023-03-02,111.13179016113281,924700
2023-03-03,113.35423278808594,659100
2023-03-06,113.02827453613281,691400
2023-03-07,111.99112701416016,675000
2023-03-08,112.94924926757812,650600
2023-03-09,110.13416290283203,898700
2023-03-10,106.17327880859375,883100
2023-03-13,104.6817855834961,874000
2023-03-14,106.7549819946289,938200
2023-03-15,103.00535583496094,1065900
2023-03-16,105.32655334472656,1128300
2023-03-17,102.48954010009766,1994100
2023-03-20,104.95952606201172,938600
