Date,Adj Close,Volume
2023-03-02,288.94500732421875,745900
2023-03-03,297.18524169921875,708900
2023-03-06,302.02191162109375,888500
2023-03-07,292.07989501953125,806900
2023-03-08,292.70684814453125,856200
2023-03-09,293.63238525390625,1124700
2023-03-10,283.7202453613281,1162100
2023-03-13,283.9391784667969,1515200
2023-03-14,291.6121520996094,896500
2023-03-15,291.3832702636719,960200
2023-03-16,296.51849365234375,652500
2023-03-17,292.83624267578125,1673700
2023-03-20,290.0397644042969,952000
