Date,Adj Close,Volume
2023-03-02,485.39886474609375,873100
2023-03-03,487.05328369140625,1684400
2023-03-06,480.6833801269531,973100
2023-03-07,475.1753845214844,938200
2023-03-08,488.78692626953125,1054100
2023-03-09,485.6960754394531,1328700
2023-03-10,474.3432312011719,1180400
2023-03-13,472.540283203125,942700
2023-03-14,491.1376037597656,1310600
2023-03-15,484.2474670410156,1214500
2023-03-16,512.2255249023438,1775400
2023-03-17,505.4348449707031,1702600
2023-03-20,510.33648681640625,755300
