Date,Adj Close,Volume
2023-03-02,23.138912200927734,4575100
2023-03-03,23.605581283569336,4375600
2023-03-06,23.518081665039062,2166700
2023-03-07,22.681968688964844,4459400
2023-03-08,22.856969833374023,4368800
2023-03-09,22.312524795532227,3793600
2023-03-10,20.825021743774414,6702800
2023-03-13,20.873632431030273,10597700
2023-03-14,20.961132049560547,8667800
2023-03-15,20.931968688964844,6340700
2023-03-16,20.795856475830078,6432900
2023-03-17,20.163911819458008,12679300
2023-03-20,20.416688919067383,7391400
