Date,Adj Close,Volume
2023-03-02,193.21673583984375,4096900
2023-03-03,197.80203247070312,3483200
2023-03-06,199.62428283691406,3160900
2023-03-07,195.5044403076172,3320200
2023-03-08,199.19842529296875,2670400
2023-03-09,197.12860107421875,2440300
2023-03-10,194.76168823242188,2986800
2023-03-13,195.64309692382812,3116300
2023-03-14,194.93002319335938,3909000
2023-03-15,196.67303466796875,3794100
2023-03-16,197.74261474609375,3153900
2023-03-17,195.45492553710938,7271200
2023-03-20,194.89041137695312,2405100
