Date,Adj Close,Volume
2023-03-02,259.9989929199219,1395100
2023-03-03,269.36370849609375,1383400
2023-03-06,265.2666320800781,714800
2023-03-07,262.5782775878906,897800
2023-03-08,263.47113037109375,677500
2023-03-09,266.2091064453125,1869200
2023-03-10,262.5782775878906,1610300
2023-03-13,264.5821533203125,1430200
2023-03-14,273.4905090332031,2193300
2023-03-15,270.85174560546875,1535000
2023-03-16,273.0143737792969,1092500
2023-03-17,272.25048828125,2433400
2023-03-20,274.6214294433594,1135400
