Date,Adj Close,Volume
2023-03-02,53.897743225097656,2146300
2023-03-03,54.80133056640625,2133200
2023-03-06,54.40415573120117,2817700
2023-03-07,53.6594352722168,2893000
2023-03-08,54.364437103271484,2886800
2023-03-09,54.056617736816406,2944600
2023-03-10,53.09345245361328,3497000
2023-03-13,53.8282356262207,4165700
2023-03-14,54.63253402709961,3146000
2023-03-15,54.2353515625,3351600
2023-03-16,55.565914154052734,3010400
2023-03-17,55.18750762939453,8678900
2023-03-20,55.12776184082031,2707900
