Date,Adj Close,Volume
2023-03-02,210.05999755859375,5451500
2023-03-03,215.11000061035156,7496800
2023-03-06,211.9199981689453,7004400
2023-03-07,207.9199981689453,4619700
2023-03-08,207.1999969482422,2406900
2023-03-09,201.24000549316406,4284000
2023-03-10,203.07000732421875,8547100
2023-03-13,203.3699951171875,6671200
2023-03-14,207.27999877929688,8245700
2023-03-15,198.2100067138672,10894200
2023-03-16,203.19000244140625,6747300
2023-03-17,201.0500030517578,9858900
2023-03-20,204.77000427246094,4764000
