Date,Adj Close,Volume
2023-03-02,42.79853820800781,1884300
2023-03-03,43.38388442993164,2200600
2023-03-06,42.47659683227539,3371500
2023-03-07,41.98881149291992,3172800
2023-03-08,42.07661056518555,3232900
2023-03-09,40.868247985839844,2739300
2023-03-10,40.63247299194336,3001300
2023-03-13,40.15108871459961,3523600
2023-03-14,40.76018524169922,3050600
2023-03-15,39.83671569824219,4689200
2023-03-16,40.43598556518555,2990400
2023-03-17,40.180564880371094,4627500
2023-03-20,39.905487060546875,3013700
