company1,company2,correlation
CPT,EQR,0.8557653187133161
CPT,ESS,0.8644965583030437
CPT,MAA,0.9354443872797561
CPT,UDR,0.9055404168175287
CSX,NSC,0.8916131728512247
CVX,COP,0.8592318092440427
CVX,XOM,0.8793882405131263
DAL,AAL,0.9244681636033563
DAL,LUV,0.8647002129478514
DAL,UAL,0.923215869119813
DFS,COF,0.8833867570522959
DFS,SYF,0.8714136643781849
DHI,LEN,0.9584139687842638
DHI,NVR,0.9037697131968628
DHI,PHM,0.9423805757615842
DHR,TMO,0.8989637363142189
DLR,EQIX,0.8629364143131014
DOW,LYB,0.8946155119617948
DTE,AEE,0.8958781210858449
DTE,AEP,0.8650419875725327
DTE,CMS,0.9009612843748748
DTE,DUK,0.9023118071944658
DTE,ED,0.8529162573825584
DTE,ES,0.8619847564915579
DTE,EVRG,0.8569409969523559
DTE,LNT,0.8856967126406385
DTE,NI,0.8508982084473444
DTE,SO,0.8613937110793478
DTE,WEC,0.8822036941105856
DTE,XEL,0.8996889287892366
DUK,AEE,0.8970539956699612
DUK,AEP,0.8806232819587929
DUK,CMS,0.9058437257765302
DUK,DTE,0.9023118071944658
DUK,ED,0.8923840953009633
DUK,ES,0.8919795859098145
DUK,ETR,0.8533376972185033
DUK,LNT,0.8950192437908628
DUK,SO,0.892087449623844
DUK,WEC,0.8936738163173624
DUK,XEL,0.9121936676718522
DVN,COP,0.8517449333768565
DVN,FANG,0.8763796298817591
DVN,MRO,0.9013315629305828
ED,AEE,0.8834600996209147
ED,AEP,0.8602794206460554
ED,CMS,0.8793274038136804
ED,DTE,0.8529162573825584
ED,DUK,0.8923840953009633
ED,ES,0.8809597232624381
ED,LNT,0.8718094005894385
ED,WEC,0.8789073257284752
ED,XEL,0.8648429601782169
EOG,APA,0.8542468148264964
EOG,COP,0.9037960273689084
EOG,FANG,0.8764599840857162
EOG,HES,0.8796762355564025
EOG,MRO,0.8791458588348174
EOG,PXD,0.8703564547844551
EQIX,DLR,0.8629364143131014
EQR,AVB,0.958018050388664
EQR,CPT,0.8557653187133161
EQR,ESS,0.9188573755073995
EQR,MAA,0.885391293324704
EQR,UDR,0.9399661384809487
ES,AEE,0.8950994517862575
ES,AEP,0.884550926418728
ES,CMS,0.9003534946215983
ES,CNP,0.8515833994423267
ES,DTE,0.8619847564915579
ES,DUK,0.8919795859098145
ES,ED,0.8809597232624381
ES,ETR,0.8563334096791982
ES,LNT,0.8856964182584083
ES,SO,0.8692460032528743
ES,WEC,0.899900025409499
ES,XEL,0.893435490878351
ESS,AVB,0.9186976904726616
ESS,CPT,0.8644965583030437
ESS,EQR,0.9188573755073995
ESS,MAA,0.8681623514717998
ESS,UDR,0.9289997022946608
ETN,AME,0.8537544868296378
ETN,PH,0.855569809042856
ETR,AEE,0.8567765747004393
ETR,AEP,0.8519432522062297
ETR,CMS,0.851791964904982
ETR,DUK,0.8533376972185033
ETR,ES,0.8563334096791982
ETR,SO,0.8536395014102447
ETR,XEL,0.85738259147695
EVRG,AEE,0.8613179624171134
EVRG,DTE,0.8569409969523559
EXR,PSA,0.8808596001147415
F,GM,0.8803211018466063
FANG,APA,0.8568332947186389
FANG,COP,0.8765129244348142
FANG,DVN,0.8763796298817591
FANG,EOG,0.8764599840857162
FANG,HES,0.8561214970605374
FANG,MRO,0.9033320239498047
FANG,PXD,0.8752508179669543
FITB,CFG,0.9332395307106895
FITB,CMA,0.8878656972853212
FITB,HBAN,0.8851834113344497
FITB,KEY,0.9355669053928867
FITB,PNC,0.8925989326616227
FITB,RF,0.8917064698440103
FITB,TFC,0.8821404102733956
FITB,ZION,0.8741462721356075
FOX,FOXA,0.9917836187701012
FOXA,FOX,0.9917836187701012
FRT,KIM,0.8933535482194631
FRT,REG,0.9283789934399423
GM,F,0.8803211018466063
GOOG,GOOGL,0.9978051859432896
GOOGL,GOOG,0.9978051859432896
GOOGL,MSFT,0.8503356547900447
GS,MS,0.9006174152271491
HAL,SLB,0.874179346658463
HBAN,CFG,0.8834302473221727
HBAN,FITB,0.8851834113344497
HBAN,KEY,0.8687231858230378
HD,LOW,0.8993206282419915
HES,APA,0.8683270065755747
HES,COP,0.8674274516515051
HES,EOG,0.8796762355564025
HES,FANG,0.8561214970605374
HES,MRO,0.874608143375714
HES,PXD,0.8511453642020397
HLT,MAR,0.9320123042594347
IPG,OMC,0.8552323695255356
IR,PH,0.8613101703987178
IVZ,BEN,0.879089499319406
JPM,BAC,0.8983763554398263
KEY,CFG,0.9327866379921979
KEY,CMA,0.8685662022240301
KEY,FITB,0.9355669053928867
KEY,HBAN,0.8687231858230378
KEY,PNC,0.8862131193070374
KEY,RF,0.8846882757262334
KEY,TFC,0.8908422768056038
KEY,ZION,0.8713147164351412
KIM,FRT,0.8933535482194631
KIM,REG,0.8842274397894541
KLAC,ADI,0.8682824193403608
KLAC,AMAT,0.9375490408654605
KLAC,LRCX,0.9347915411367047
KLAC,MCHP,0.8919118145694912
KLAC,MPWR,0.8591070686633664
KLAC,NVDA,0.8641035343319612
KLAC,NXPI,0.8512277224668465
KLAC,ON,0.8514679576771604
KLAC,TER,0.8662400324929554
KMI,OKE,0.8590873774726194
KMI,WMB,0.8685616521846626
LEN,DHI,0.9584139687842638
LEN,NVR,0.9022516081132407
LEN,PHM,0.9312872794922072
LNT,AEE,0.9192397929752334
LNT,AEP,0.8797337003523482
LNT,CMS,0.9012343451341478
LNT,DTE,0.8856967126406385
LNT,DUK,0.8950192437908628
LNT,ED,0.8718094005894385
LNT,ES,0.8856964182584083
LNT,NI,0.8534629575505204
LNT,SO,0.8511559698104039
LNT,WEC,0.9003750470280084
LNT,XEL,0.9034608202793293
LOW,HD,0.8993206282419915
LRCX,ADI,0.8580000907656944
LRCX,AMAT,0.9456410126725321
LRCX,KLAC,0.9347915411367047
LRCX,MCHP,0.8762087568191032
LRCX,SWKS,0.8536714566806602
LRCX,TER,0.870357822585265
LUV,DAL,0.8647002129478514
LVS,WYNN,0.8838162505710622
LYB,DOW,0.8946155119617948
MA,V,0.9252891522147298
MAA,AVB,0.8913669164649337
MAA,CPT,0.9354443872797561
MAA,EQR,0.885391293324704
MAA,ESS,0.8681623514717998
MAA,UDR,0.916764025147441
MAR,HLT,0.9320123042594347
MCHP,ADI,0.920059657068747
MCHP,AMAT,0.8952668664844821
MCHP,AVGO,0.8707368370672365
MCHP,KLAC,0.8919118145694912
MCHP,LRCX,0.8762087568191032
MCHP,NVDA,0.8642784636015015
MCHP,NXPI,0.9127997309149466
MCHP,ON,0.8927460035515945
MCHP,QCOM,0.8505576771790155
MCHP,QRVO,0.8512216854162253
MCHP,SWKS,0.8855500010719739
MCHP,TXN,0.8985164046547214
MCO,SPGI,0.8875024704291737
MET,AFL,0.8582760946980331
MET,PFG,0.8504064803486054
MET,PRU,0.9078711242672001
MLM,VMC,0.9442239281184628
MMC,AJG,0.8694872751556117
MMC,AON,0.8557560682964472
MPC,PSX,0.8542131634157922
MPC,VLO,0.8783461124275038
MPWR,KLAC,0.8591070686633664
MPWR,NVDA,0.8729743901180628
MRO,APA,0.8932769220944167
MRO,COP,0.8971989347530811
MRO,DVN,0.9013315629305828
MRO,EOG,0.8791458588348174
MRO,FANG,0.9033320239498047
MRO,HES,0.874608143375714
MRO,PXD,0.8725556029666363
MRO,XOM,0.8616045569964547
MS,GS,0.9006174152271491
MSFT,GOOGL,0.8503356547900447
MTD,A,0.8570763282649119
NCLH,CCL,0.9267797445744476
NCLH,RCL,0.9285131672835342
NI,AEE,0.8585965480911572
NI,AEP,0.8627345379261645
NI,DTE,0.8508982084473444
NI,LNT,0.8534629575505204
NI,XEL,0.854302901493737
NSC,CSX,0.8916131728512247
NSC,UNP,0.8623843391121976
NUE,STLD,0.8624082101977213
NVDA,ADI,0.8604095444350398
NVDA,AMAT,0.8616515842393276
NVDA,AMD,0.8873424765129337
NVDA,KLAC,0.8641035343319612
NVDA,MCHP,0.8642784636015015
NVDA,MPWR,0.8729743901180628
NVR,DHI,0.9037697131968628
NVR,LEN,0.9022516081132407
NVR,PHM,0.9263503553294211
NWS,NWSA,0.9907111981884508
NWSA,NWS,0.9907111981884508
NXPI,ADI,0.8778139527873569
NXPI,AMAT,0.8541999090732676
NXPI,KLAC,0.8512277224668465
NXPI,MCHP,0.9127997309149466
NXPI,ON,0.8725146021606746
NXPI,TXN,0.8555141268082644
OKE,KMI,0.8590873774726194
OKE,TRGP,0.884064396109904
OMC,IPG,0.8552323695255356
ON,ADI,0.8536040742230856
ON,AMAT,0.858148049617143
ON,KLAC,0.8514679576771604
ON,MCHP,0.8927460035515945
ON,NXPI,0.8725146021606746
PAYC,CDAY,0.8674630539391023
PAYX,ADP,0.8740008228121667
PEG,AEE,0.8684204093483121
PFG,MET,0.8504064803486054
PFG,PRU,0.8658916476096327
PH,ETN,0.855569809042856
PH,IR,0.8613101703987178
PHM,DHI,0.9423805757615842
PHM,LEN,0.9312872794922072
PHM,NVR,0.9263503553294211
PNC,CFG,0.8589923245686373
PNC,FITB,0.8925989326616227
PNC,KEY,0.8862131193070374
PNC,TFC,0.8896315339868155
PRU,AFL,0.8582874008493783
PRU,MET,0.9078711242672001
PRU,PFG,0.8658916476096327
PSA,EXR,0.8808596001147415
PSX,MPC,0.8542131634157922
PSX,VLO,0.8590033216759956
PXD,COP,0.8738874897099336
PXD,EOG,0.8703564547844551
PXD,FANG,0.8752508179669543
PXD,HES,0.8511453642020397
PXD,MRO,0.8725556029666363
QCOM,MCHP,0.8505576771790155
QRVO,MCHP,0.8512216854162253
QRVO,SWKS,0.9098108601846447
RCL,CCL,0.9048862671333738
RCL,NCLH,0.9285131672835342
REG,FRT,0.9283789934399423
REG,KIM,0.8842274397894541
RF,CFG,0.885711638498048
RF,CMA,0.8628176632624909
RF,FITB,0.8917064698440103
RF,KEY,0.8846882757262334
RF,ZION,0.8701994975407086
RJF,AMP,0.8555855456724677
RSG,WM,0.8852164772060719
SBAC,AMT,0.8651318921829189
SBAC,CCI,0.8810593367036714
SLB,HAL,0.874179346658463
SNPS,ANSS,0.8646196816911972
SNPS,CDNS,0.9234698118839926
SO,AEE,0.8628177704928672
SO,AEP,0.8818217314358507
SO,CMS,0.8624310264153003
SO,DTE,0.8613937110793478
SO,DUK,0.892087449623844
SO,ES,0.8692460032528743
SO,ETR,0.8536395014102447
SO,LNT,0.8511559698104039
SO,WEC,0.8630470055999874
SO,XEL,0.8784758347585688
SPGI,MCO,0.8875024704291737
STLD,NUE,0.8624082101977213
STT,BK,0.8922373420550189
SWKS,ADI,0.8644415135129712
SWKS,AMAT,0.863436926163956
SWKS,AVGO,0.8511146208893576
SWKS,LRCX,0.8536714566806602
SWKS,MCHP,0.8855500010719739
SWKS,QRVO,0.9098108601846447
SWKS,TXN,0.8668494546556806
SYF,COF,0.9009219184340684
SYF,DFS,0.8714136643781849
TEL,APH,0.8739261818904006
TER,AMAT,0.8644356698025772
TER,KLAC,0.8662400324929554
TER,LRCX,0.870357822585265
TFC,FITB,0.8821404102733956
TFC,KEY,0.8908422768056038
TFC,PNC,0.8896315339868155
TMO,DHR,0.8989637363142189
TRGP,OKE,0.884064396109904
TROW,BEN,0.8545588363060675
TXN,ADI,0.8980991647973195
TXN,MCHP,0.8985164046547214
TXN,NXPI,0.8555141268082644
TXN,SWKS,0.8668494546556806
TYL,ANSS,0.871493830663449
UAL,AAL,0.928466280262403
UAL,DAL,0.923215869119813
UDR,AVB,0.9398941407610659
UDR,CPT,0.9055404168175287
UDR,EQR,0.9399661384809487
UDR,ESS,0.9289997022946608
UDR,MAA,0.916764025147441
UNP,NSC,0.8623843391121976
V,MA,0.9252891522147298
VLO,MPC,0.8783461124275038
VLO,PSX,0.8590033216759956
VMC,MLM,0.9442239281184628
VTR,WELL,0.8531470992987366
WEC,AEE,0.9123069048271749
WEC,AEP,0.873142755705096
WEC,CMS,0.9268572668435653
WEC,DTE,0.8822036941105856
WEC,DUK,0.8936738163173624
WEC,ED,0.8789073257284752
WEC,ES,0.899900025409499
WEC,LNT,0.9003750470280084
WEC,SO,0.8630470055999874
WEC,XEL,0.9174187478104818
WELL,VTR,0.8531470992987366
WFC,BAC,0.865478008964813
WM,RSG,0.8852164772060719
WMB,KMI,0.8685616521846626
WYNN,LVS,0.8838162505710622
XEL,AEE,0.9201640372086438
XEL,AEP,0.9058055407775358
XEL,CMS,0.9294303958059276
XEL,DTE,0.8996889287892366
XEL,DUK,0.9121936676718522
XEL,ED,0.8648429601782169
XEL,ES,0.893435490878351
XEL,ETR,0.85738259147695
XEL,LNT,0.9034608202793293
XEL,NI,0.854302901493737
XEL,SO,0.8784758347585688
XEL,WEC,0.9174187478104818
XOM,COP,0.8717646828324288
XOM,CVX,0.8793882405131263
XOM,MRO,0.8616045569964547
ZION,CFG,0.8571697141112135
ZION,CMA,0.8956529430198596
ZION,FITB,0.8741462721356075
ZION,KEY,0.8713147164351412
ZION,RF,0.8701994975407086
