Date,Adj Close,Volume
2023-03-02,154.22381591796875,820100
2023-03-03,153.5831756591797,846200
2023-03-06,149.83798217773438,1715100
2023-03-07,149.68028259277344,1448600
2023-03-08,149.02981567382812,1237700
2023-03-09,147.20648193359375,1010100
2023-03-10,147.9653778076172,997300
2023-03-13,149.09878540039062,1092300
2023-03-14,151.5725860595703,1009200
2023-03-15,154.08583068847656,1130000
2023-03-16,152.62716674804688,1070900
2023-03-17,151.7697296142578,1995400
2023-03-20,154.19424438476562,957900
