Date,Adj Close,Volume
2023-03-02,56.11680221557617,16625500
2023-03-03,56.46485900878906,13769200
2023-03-06,56.514583587646484,14472200
2023-03-07,55.25163269042969,13278300
2023-03-08,56.574249267578125,11515700
2023-03-09,55.291404724121094,10200000
2023-03-10,54.62512969970703,14180700
2023-03-13,53.60084915161133,17365200
2023-03-14,53.96879196166992,14657000
2023-03-15,53.82957077026367,14643600
2023-03-16,56.25602722167969,14791800
2023-03-17,56.34552764892578,26655200
2023-03-20,57.32008743286133,10610200
