Date,Adj Close,Volume
2023-03-02,36.344398498535156,18818900
2023-03-03,36.20246124267578,23407500
2023-03-06,36.0983772277832,22925600
2023-03-07,35.87128448486328,23713500
2023-03-08,35.51171875,20295600
2023-03-09,34.58442306518555,26506900
2023-03-10,34.70743179321289,23940700
2023-03-13,34.5749626159668,21834500
2023-03-14,34.89667510986328,22433200
2023-03-15,35.06699752807617,21722200
2023-03-16,34.61280822753906,29164400
2023-03-17,34.81151580810547,47352500
2023-03-20,35.4171028137207,19247800
