Date,Adj Close,Volume
2023-03-02,95.7754135131836,3316400
2023-03-03,96.59333801269531,2465700
2023-03-06,97.46968841552734,3524800
2023-03-07,96.64202880859375,3682900
2023-03-08,97.12889099121094,3533100
2023-03-09,96.3596420288086,3775300
2023-03-10,95.76567077636719,3970800
2023-03-13,94.81143188476562,7568800
2023-03-14,94.79195404052734,6141300
2023-03-15,93.65270233154297,7110400
2023-03-16,92.88345336914062,7200300
2023-03-17,92.29922485351562,18801400
2023-03-20,93.76954650878906,5109400
