Date,Adj Close,Volume
2023-03-02,59.75080108642578,13858700
2023-03-03,60.72236251831055,17088900
2023-03-06,61.148658752441406,12890800
2023-03-07,60.3258056640625,12547300
2023-03-08,61.61460876464844,22947000
2023-03-09,60.21269607543945,13331000
2023-03-10,59.51670837402344,14715800
2023-03-13,58.8107795715332,19574500
2023-03-14,59.84481430053711,16825700
2023-03-15,56.4742546081543,30722100
2023-03-16,58.70140838623047,22719100
2023-03-17,58.14461898803711,21005700
2023-03-20,58.641754150390625,14579700
