Date,Adj Close,Volume
2023-03-02,60.400062561035156,2349071
2023-03-03,60.142333984375,2081117
2023-03-06,59.92142868041992,1912314
2023-03-07,59.405975341796875,1710071
2023-03-08,59.5716552734375,1719975
2023-03-09,59.01938247680664,1798572
2023-03-10,58.807674407958984,1942986
2023-03-13,59.14824676513672,2903510
2023-03-14,59.50722122192383,2396783
2023-03-15,60.068702697753906,2431928
2023-03-16,59.8017692565918,2080265
2023-03-17,59.59006118774414,10075007
2023-03-20,59.8477897644043,2715644
