Date,Adj Close,Volume
2023-03-02,116.90584564208984,734900
2023-03-03,117.39957427978516,915100
2023-03-06,115.57276916503906,964600
2023-03-07,114.87166595458984,668900
2023-03-08,114.78279113769531,630600
2023-03-09,113.26210021972656,607500
2023-03-10,111.9092788696289,781300
2023-03-13,109.33199310302734,1346400
2023-03-14,110.41820526123047,889900
2023-03-15,110.24046325683594,824100
2023-03-16,110.77368927001953,917900
2023-03-17,109.52948760986328,981000
2023-03-20,110.65519714355469,724500
