Date,Adj Close,Volume
2023-03-02,39.06602096557617,4236600
2023-03-03,39.38154983520508,4104400
2023-03-06,39.154762268066406,4330400
2023-03-07,38.44483184814453,6239000
2023-03-08,38.8885383605957,4862600
2023-03-09,38.44483184814453,4225500
2023-03-10,37.4883918762207,5830400
2023-03-13,38.3560905456543,6119800
2023-03-14,38.81951904296875,6177500
2023-03-15,37.695457458496094,7016000
2023-03-16,37.833499908447266,7920500
2023-03-17,37.05454635620117,11701700
2023-03-20,37.65601348876953,6256700
