Date,Adj Close,Volume
2023-03-02,19.718231201171875,5715300
2023-03-03,19.920713424682617,4574600
2023-03-06,19.74715805053711,3971100
2023-03-07,19.004711151123047,4911200
2023-03-08,19.51202392578125,5140500
2023-03-09,19.102272033691406,3648000
2023-03-10,18.32179069519043,4766800
2023-03-13,18.49739646911621,5976400
2023-03-14,18.731544494628906,4796300
2023-03-15,18.214473724365234,6358900
2023-03-16,17.902280807495117,9764900
2023-03-17,17.238872528076172,8350000
2023-03-20,17.658382415771484,5710500
