Date,Adj Close,Volume
2023-03-02,180.06678771972656,927800
2023-03-03,180.4599609375,1230800
2023-03-06,180.22406005859375,1053600
2023-03-07,177.2948455810547,980900
2023-03-08,174.73919677734375,971800
2023-03-09,171.85386657714844,1405500
2023-03-10,173.59295654296875,2428900
2023-03-13,170.174072265625,2612700
2023-03-14,169.71954345703125,2320400
2023-03-15,164.51214599609375,2459000
2023-03-16,170.16419982910156,2264000
2023-03-17,163.06948852539062,4491900
2023-03-20,166.70578002929688,2037600
