Date,Adj Close,Volume
2023-03-02,137.99853515625,11106800
2023-03-03,140.53213500976562,9513100
2023-03-06,139.7104034423828,9261300
2023-03-07,135.6018524169922,11747600
2023-03-08,134.79971313476562,10002500
2023-03-09,127.50213623046875,25888100
2023-03-10,130.7400665283203,37599700
2023-03-13,128.39231872558594,42901100
2023-03-14,131.68893432617188,29648100
2023-03-15,125.46742248535156,34280600
2023-03-16,127.90321350097656,24558500
2023-03-17,123.07077026367188,38396000
2023-03-20,124.37181091308594,22875500
