Date,Adj Close,Volume
2023-03-02,167.84957885742188,1606700
2023-03-03,169.8209991455078,1663200
2023-03-06,168.9348602294922,1489500
2023-03-07,166.30628967285156,1287600
2023-03-08,167.90931701660156,960100
2023-03-09,166.76429748535156,1527500
2023-03-10,160.8301239013672,3326400
2023-03-13,162.7019805908203,2772100
2023-03-14,163.8470001220703,1911300
2023-03-15,162.86129760742188,1824100
2023-03-16,165.58941650390625,2040500
2023-03-17,163.75738525390625,3605100
2023-03-20,165.10154724121094,2145800
