Date,Adj Close,Volume
2023-03-02,101.76425170898438,913100
2023-03-03,101.4459228515625,872500
2023-03-06,101.45586395263672,1365500
2023-03-07,100.44121551513672,1539300
2023-03-08,99.40665435791016,1441700
2023-03-09,98.68048095703125,1505000
2023-03-10,97.11870574951172,1514400
2023-03-13,95.80561828613281,1295800
2023-03-14,98.10352325439453,1369700
2023-03-15,97.47681427001953,1515300
2023-03-16,97.7752456665039,1079400
2023-03-17,96.80037689208984,2661200
2023-03-20,98.56111145019531,1537800
