,Day 1,Day 2,Day 3,Day 4,Day 5,Stock
CBRE Week 21,0.016461889353782455,-0.018063996622422085,0.005836070619813283,0.033425852253808674,0.025875781016543087,CBRE
CBRE Week 23,0.010388007699672741,-0.0007432823670646682,-0.028759139053970206,-0.040714676121727966,-0.02408202634110257,CBRE
CBRE Week 24,-0.04567141845685274,0.0082857404436385,0.01161801747734481,-0.045518206310150244,0.029493794442061683,CBRE
CBRE Week 26,0.01011904171963418,-0.005550340420534816,0.0029948437713720466,-0.0009500501429734465,0.02825705493557873,CBRE
CBRE Week 27,0.01030517577140655,-0.014384705852774182,0.008756746831149353,-0.0023674905703773286,-0.0014502387945214412,CBRE
CBRE Week 28,0.010826508026830384,-0.017241375874052056,-0.004651760819488704,0.04099345332947846,-0.00115439121276939,CBRE
CBRE Week 29,0.021060733681821153,0.008678088208694756,0.013217022797050282,0.012306177377690908,0.006929244833719261,CBRE
CBRE Week 31,-0.010394760115608248,-0.028679336821682444,0.015795812565714273,-0.015430633242495495,0.020167703940553228,CBRE
CBRE Week 32,-0.002500882236749047,-0.004536829908318829,0.022787258197001448,0.0008208219491814273,0.02390159287637128,CBRE
CBRE Week 33,0.0033184679889322055,-0.004447985724122083,-0.010195891629210863,-0.00011576546358593731,-0.017015872567296975,CBRE
CBRE Week 34,-0.04639654848052677,0.002840154581438048,0.002216479586319764,0.025310204865977015,-0.03618929602764975,CBRE
CBRE Week 35,-0.012433171654925967,-0.0078056495555827166,0.0019033311829173005,-0.018617036952223054,-0.004516692266999467,CBRE
CBRE Week 36,-0.002463085855711644,0.03287857711538478,0.003397038646990147,0.017805619673295414,0.006283135982939836,CBRE
CBRE Week 37,-0.03905487793202311,-0.004459147453775736,0.0011518296389578797,-0.027099612113133498,0.010248308672208717,CBRE
CBRE Week 38,-0.024840630093332816,-0.026273688083543578,-0.011094441368141306,-0.021329547800906234,-0.02306828188980936,CBRE
CBRE Week 40,0.041030907353206025,0.04553222301107063,-0.007348950610470917,-0.017411629146587337,-0.0312543312543313,CBRE
CBRE Week 41,0.0004320722910127195,-0.0030233096349061572,-0.010541564721062713,0.01298901142215736,-0.02694140106497156,CBRE
CBRE Week 42,0.03331359149393687,0.006877714876663221,-0.03472313830332985,-0.0008846408133341699,0.022723933773204585,CBRE
CBRE Week 43,0.007358276643991024,0.03065023487542451,0.009588694416133414,-0.03275987381727319,0.006830843601313141,CBRE
CBRE Week 44,0.002685546875,0.025937359382111502,-0.04025831759163556,-0.014459587090823844,0.027890846898303012,CBRE
CBRE Week 45,0.005794177788823518,0.0025291598961192374,-0.017519271572982276,0.10156922826768011,0.020849528423989572,CBRE
CBRE Week 46,-0.04579475487122753,0.004520025689617402,0.001323532381510173,-0.015596091039666748,0.011009662431062273,CBRE
CBRE Week 48,-0.028338541356097258,0.018244810406133016,0.04106721720176032,-0.0007537381877369409,-0.0036459757630041834,CBRE
CBRE Week 49,-0.01917976836676849,-0.011449980452928665,-0.006507027899914752,-0.002881760569320324,-0.0036784865815573387,CBRE
CBRE Week 50,0.008702580353100897,0.04392157660590268,-0.0056348227498492776,-0.024807972923480803,-0.02117767740115084,CBRE
CBRE Week 51,-0.010422175246984078,-0.001866409620868592,0.02337384714574342,-0.01226836867280301,0.013081367068940475,CBRE
CDW Week 2,0.009224729236879003,0.0010488559414427723,-0.015068377906655828,-0.016970572179871857,-0.01241949819226007,CDW
CDW Week 4,0.0026534724610511873,-0.023224347473502105,0.009068284956041062,-0.004164665147393332,0.015407489779264427,CDW
CDW Week 5,0.024494685429803598,0.0018513136158520016,0.027455186771934592,-0.00837618104670268,-0.003472032775597156,CDW
CDW Week 6,-0.005148234412131525,0.018033542377656087,-0.02464565582435496,-0.0346915738248319,-0.02519493505049708,CDW
CDW Week 7,-0.01482514067963292,0.04270294578667677,0.010129619103652177,-0.017252517910032905,-0.002852777462932443,CDW
CDW Week 9,-0.028558508986036957,-0.017685277357191276,0.027212092029383683,0.0018963442302759592,-0.01594493078277459,CDW
CDW Week 10,-0.035728883960636115,-0.00398938377883018,0.0377473071172556,-0.005146227384868474,-0.0007053557525958931,CDW
CDW Week 11,-0.019999964096966916,0.034093592243040094,0.0065010165145305,0.017358765118653308,0.016892441843869843,CDW
CDW Week 12,-0.0033447020767994884,-0.003579615267528924,-0.020319928381759778,0.007505858979866886,0.0017629524854974044,CDW
CDW Week 13,0.006585317640096289,0.020585467291923232,-0.011825814048693095,0.00039141070664872046,-0.006093109405833519,CDW
CDW Week 14,0.00579301890673789,-0.011295667683151378,-0.002431947750232588,0.0053294161207830815,-0.009981977212670579,CDW
CDW Week 16,-0.007457990031900841,0.01316408353938514,0.029090476529677334,-0.01446925328430515,-0.038943428566189375,CDW
CDW Week 17,0.006547131380843174,-0.04383238203967588,-0.003922285940003434,0.03759306378048066,-0.032376700270566605,CDW
CDW Week 18,0.0058218669547240864,0.021629121351110836,0.05623812229526859,-0.033312595992050054,-0.003446127992189907,CDW
CDW Week 19,-0.03411084416824839,0.01061893184219409,-0.012608862594034376,0.014229227007082956,0.015288705284514315,CDW
CDW Week 20,-0.0010038866931714185,0.020570998198295776,-0.05166520987132772,-0.010871549659470792,-0.010805804464196989,CDW
CDW Week 21,0.006554326290636903,-0.015131798086240322,0.015427221118986756,0.03261819387822196,0.02750421398957492,CDW
CDW Week 23,0.0007973084604377956,0.013486658132349616,-0.02111178908910083,-0.004301938830757024,-0.036004378891940636,CDW
CDW Week 24,-0.03860398946127741,0.010069586449649393,0.008307729867788494,-0.048275882621036104,0.001667272686709298,CDW
CDW Week 26,0.008762337066416492,-0.03866572390703793,-0.00809432970857693,-0.0032895006733153487,-0.0035541861339868364,CDW
CDW Week 27,0.004777070063694211,0.0025990723430071583,0.01049572346783556,0.010699483022855505,-0.018200968635078474,CDW
CDW Week 28,-0.002459167656562067,0.0006321498447838803,0.0029690537690605368,0.01725760635285356,-0.011392461150834476,CDW
CDW Week 29,0.04922653410464117,0.01002810211193017,0.01205598490154558,-0.006715292826186103,0.001998802620169826,CDW
CDW Week 31,-0.0001101981633639948,-0.006500979072735391,0.009039011070046898,-0.010661696910447493,-0.0018331397801503169,CDW
CDW Week 32,-0.0061773086719919545,-0.033934357131022996,0.020229481497480384,-0.0017043793098754367,0.025951837598068073,CDW
CDW Week 33,0.007766094543207647,0.010348460955364569,-0.005066782452234908,0.024586603949270813,0.006733977354101084,CDW
CDW Week 34,-0.017306336419491086,-0.0012965560605732174,-0.00254233371080681,0.018980477851668454,-0.04369340990825721,CDW
CDW Week 35,-0.009405099996908972,-0.016460633010006998,-0.02496150221713067,-0.0011130781769367326,-0.011788133080699592,CDW
CDW Week 36,0.0051631757696588565,0.02184573604357265,0.007453592370376461,0.0069397035422775755,0.012587522713928045,CDW
CDW Week 37,-0.029980885744473218,-0.002377522002696364,-0.013717744143517008,0.006777517709296577,-0.0008781194969592621,CDW
CDW Week 38,-0.014237126670125888,-0.01693911502832468,-0.01668678723509076,-0.016785512406444436,-0.010068166928152267,CDW
CDW Week 40,0.024538709547174298,0.04021007146849831,0.001262514840030482,-0.009306532713038274,-0.032606090198863624,CDW
CDW Week 41,-0.007455221637693854,-0.036798503072561495,-6.559479177348226e-05,0.03473362067603469,-0.02413070855229571,CDW
CDW Week 42,0.03361885133841702,0.012055746798753653,-0.010609204198922084,-0.006584329615101914,0.025312426165789548,CDW
CDW Week 43,0.013975277810865716,0.023436555445502494,-0.005813928225754772,0.005072149632648237,0.026420545036757614,CDW
CDW Week 44,-0.0004049474909848527,-0.0013309167917849862,-0.0010430405183708968,0.0024942456484569053,-0.0024301230370631366,CDW
CDW Week 45,-0.0005800481491295972,0.019789935061369945,-0.020657892428837643,0.07792436485255916,-0.006199428013392905,CDW
CDW Week 46,-0.010089506638297219,0.012822599964129378,-0.010550218735725592,0.0017497378438651179,0.013100486873651507,CDW
CDW Week 48,-0.015409107032461455,-0.006583924450138112,0.024771824822007682,0.013623872627937406,-0.006223536423943576,CDW
CDW Week 49,-0.016261506826665828,-0.011715547362244783,0.0005954347032626206,0.011360512715106852,-0.007863071648565478,CDW
CDW Week 50,0.022320463041900718,0.017719653501072186,-0.0049227742215490755,-0.04077488871962054,-0.015852324741165935,CDW
CDW Week 51,-0.01627315185407585,0.0034206280720474602,0.01201516635269062,-0.018057259262242664,0.0017995279060261105,CDW
CE Week 2,-0.01034470832986012,0.005108992954828029,0.009231139268808475,0.003589180835194661,0.0009806078008005592,CE
CE Week 4,0.0009337638404773863,-0.005970190893330951,-0.0012512321873394683,0.002693610224344445,-0.04304375793824955,CE
CE Week 5,0.016516608950627898,0.012330602313013195,0.007739650973240142,0.006421082621848928,-0.021017080834265567,CE
CE Week 6,-0.009008935229748105,0.02050285332457613,0.014657615252156697,-0.0036114683001994274,-0.0278090040584259,CE
CE Week 7,-0.008999222789491279,0.026853469798395313,-0.014023127123613643,-0.020244754540636012,-0.05675794867906159,CE
CE Week 9,-0.014156285513028166,-0.025990775049644754,0.05624347204816216,0.010049567373003665,-0.019553664855917585,CE
CE Week 10,-0.05835094528148543,0.002095485627366722,0.03517555585184273,-0.0002164257929787583,-0.004113200437922182,CE
CE Week 11,0.013042555781484833,-0.009083787244389852,0.026707177611806632,0.0023200352805845537,0.001963938871519577,CE
CE Week 12,-0.000700077698583712,0.006514834856611307,-0.01524211646891549,0.016750265214329874,0.0017378006321377981,CE
CE Week 13,-0.002081764280668974,0.01752315079091904,-0.011549254563376854,-0.012237308351285892,0.005669472851380419,CE
CE Week 14,-0.0020878884205240977,-0.005998051200057253,-0.014594455295400266,0.004913147460917644,0.023666096665014624,CE
CE Week 16,0.0010333344159643154,0.014244370775535309,0.006445464089668063,-0.0020224016392346167,-0.036003693690824345,CE
CE Week 17,-0.005605795067768593,-0.018814728349261678,0.005960943682205233,0.020418256600376328,0.028055761359487397,CE
CE Week 18,-0.006737481126413036,0.03007879055458451,0.038180162518185456,-0.02902356949098628,-0.016892098363861185,CE
CE Week 19,-0.04074103698517717,-0.014413641092820617,0.004756482791723693,-0.017734717222389285,0.025176232861714443,CE
CE Week 20,0.015155685788438289,0.07485486853267975,-0.027007890789022992,-0.008525499351972887,0.00473264521302541,CE
CE Week 21,0.007032426117159929,-0.015284222729072594,0.013380611384667507,0.028256412126521413,0.022215131389195397,CE
CE Week 23,0.015558263169790365,0.012745644031152192,-0.017730939592318862,-0.020007561979921262,-0.061505782114875784,CE
CE Week 24,-0.05483122032824195,-0.011036005669228022,-0.01343514970158488,-0.08327133527911845,-0.005601123692926646,CE
CE Week 26,-0.022419068881346038,-0.013631601000098525,-0.026664488434561262,-0.01770652874920564,-0.016070056796531396,CE
CE Week 27,-0.023159352548436596,0.0035385838874666398,0.013839912385713804,-0.01756372693627306,-0.016019095431580088,CE
CE Week 28,0.0043173534414107095,-0.030897406989853438,-0.013677069957127697,0.018832516102468277,0.008184655206297187,CE
CE Week 29,0.054820781599929314,-0.0015565574725512343,-0.002338443142277158,-0.01606047455773485,0.015969695133854378,CE
CE Week 31,-0.031061198702451054,-0.021166376683562693,-0.007447233955920285,0.0032543898157033624,-0.0011714261928283953,CE
CE Week 32,0.001262962486022312,-0.0027930224755409183,0.02882185067411025,0.020637555259843232,0.012046132431372758,CE
CE Week 33,-0.011902750324664368,0.013853042449157638,-0.02639396216602541,0.019089979237300048,-0.019160084021877855,CE
CE Week 34,-0.03191764272397135,0.044950885215242486,0.003362063703865825,0.019159750568156886,-0.039875259209348535,CE
CE Week 35,0.009834074568305207,-0.01895487579065991,-0.017459905953497112,-0.019393843713168324,-0.01683379492656134,CE
CE Week 36,-0.005145915386386202,0.036678279495147015,0.0191417301705481,0.026259610769114206,0.014571951529488869,CE
CE Week 37,-0.0656578629137986,-0.0118949861914871,-0.0073155007978047415,-0.044496238608751404,0.013570237093694537,CE
CE Week 38,-0.042670008844130525,-0.021028235745298773,-0.03463517616530176,-0.031193445072461357,-0.03461540138328467,CE
CE Week 40,0.043170264378715295,0.028225845950830664,-0.022084616676470437,-0.023005490249374705,-0.025275479812101653,CE
CE Week 41,0.017841319242738685,-0.00914530595367724,-0.0119767491671251,0.03703293926672635,-0.049008039622779775,CE
CE Week 42,0.03709969445427852,0.03196697186456521,-0.024444286531462467,-0.005832091019446706,0.028136841412534475,CE
CE Week 43,-0.0162721991278435,0.031364105443642654,0.00260362433597372,-0.0044666076677042366,0.002712877151140658,CE
CE Week 44,0.00020816100706100293,0.023304180188958412,-0.04432696810996872,0.005212743231590711,-0.02698693491389137,CE
CE Week 45,0.005003252906870648,0.01536794529757235,-0.022063522719649065,0.1366757592973007,0.06012078423649614,CE
CE Week 46,-0.050289414628895135,-0.020952351888020804,-0.02188715888332382,-0.012232753054223666,0.019230806161681047,CE
CE Week 48,-0.0369839714177681,0.04743481758387347,0.01657981951115506,0.00177068785282386,0.015071195262606585,CE
CE Week 49,-0.006690526558977394,-0.03293965478220784,-0.027669057952826925,-0.007163215883633778,0.011662386851321482,CE
CE Week 50,0.028233678902070736,0.03553442150849917,-0.02761716272898951,-0.033779974690107184,-0.008496120445488087,CE
CE Week 51,-0.0054170730717612026,0.0040601705197576,0.016372459533507522,-0.018631787884329398,0.014140218965816853,CE
COR Week 2,0.011418301744398729,0.013443238018410852,-0.005423160505131364,-0.006042349743211384,0.009711598817712552,COR
COR Week 4,0.0002280929008695587,-0.003724861131103707,-0.0038913056335738716,0.03171198232762262,0.015665606742189198,COR
COR Week 5,-0.004386009430779159,0.01071957963715664,-0.011477566388366833,0.013227535475730967,-0.009210938696588733,COR
COR Week 6,0.020496325592912923,0.020299847620073308,0.004780600741849161,-0.009655785757715973,-0.009184596966461123,COR
COR Week 7,-0.00042792937130720077,0.009273813095172168,0.008835171315719093,-0.004343831960669453,-0.004292453787429817,COR
COR Week 9,0.004298200522983464,-0.0039289803086358654,0.007255045223924839,0.017272735809112705,0.01257992586580281,COR
COR Week 10,-0.01670065623150596,-0.0029687426584721344,0.009833101121358823,0.002331456720987557,-0.011014576387219366,COR
COR Week 11,0.010998868046093957,0.03585361417719568,-0.005878851927053286,0.011295660785662465,-0.0013140404221572144,COR
COR Week 12,0.007763109709087113,-0.006985194650677484,-0.003813042066447947,0.007127313665644008,0.013629525081815697,COR
COR Week 13,0.0002585382733313324,0.002003474227063373,0.000645034235334796,-0.0027716428868952425,0.011699292095186165,COR
COR Week 14,-0.01130848597077605,0.006526620399585958,0.01527994970947466,0.030226374084644014,0.015467740613695158,COR
COR Week 16,0.0042800518198715665,0.005867895261556733,0.01768492180585346,-0.004284025061132346,-0.036480451561020644,COR
COR Week 17,-0.0033333256559552327,-0.007698625678711379,0.0013354957956577262,0.001841694867064092,-0.040950914192501964,COR
COR Week 18,-0.015334735728634197,0.012015796948815716,0.03999734013669953,-0.010204674489695753,0.024614936563790435,COR
COR Week 19,-0.010628182133196273,0.014810491125033964,0.010335165789879586,-0.06007440953548482,0.008442706774908437,COR
COR Week 20,0.010857503229356302,0.015399479631368118,-0.0370865502903186,-0.011448585272658351,0.0053553873799665475,COR
COR Week 21,0.016779893430287407,0.002488571646411364,0.007773728946773861,0.009917668612977382,0.006803578548336908,COR
COR Week 23,-0.0009521824852803951,0.018176854653411345,-0.020994914689125177,-0.016800925323327,0.0034036552620402283,COR
COR Week 24,-0.020283784961456885,-0.002190485791654817,0.0077897513804066065,-0.00948626848349654,-0.0019864786091726705,COR
COR Week 26,0.005119186800932152,-0.040410124178850704,0.0027236495774767278,-0.014626034801048626,0.011733133391565786,COR
COR Week 27,-0.016976335658395847,-0.006183002874455945,0.006793456615564741,0.012500957806341084,-0.008628521229090858,COR
COR Week 28,0.000424551057771394,-0.01605604890410428,0.0030191802681514,0.019279025764640023,-0.012797126343673582,COR
COR Week 29,0.019159562381388495,-0.011181710012406199,0.0045939209219676425,0.0025327185303039013,0.011578904536732493,COR
COR Week 31,0.0,-0.021380081366270787,-0.02667878736592333,0.0019424767802944665,0.014647757762266345,COR
COR Week 32,-0.004882898969127414,0.029156636651130885,0.005942513841193486,0.018134354694624655,0.015382531105919472,COR
COR Week 33,0.0021262945130813282,0.012199948604532107,-0.020503110230105204,0.0025413287361379933,0.014141785507295834,COR
COR Week 34,-0.019996009409603444,-0.0065105120138251316,0.0014186694299209712,0.014774354074944984,-0.02812123240945741,COR
COR Week 35,0.008892557836017945,-0.013967134996671238,0.007770095164150392,0.007164322251970834,0.0006775022227634153,COR
COR Week 36,-0.011441353764745199,0.012463991317475553,-0.002029241471787846,-0.0018299378199663208,0.0029877261400237387,COR
COR Week 37,-0.04556232266216742,-0.006171053649830394,-0.0021411965630642182,0.005292936886390542,-0.0012807394568609132,COR
COR Week 38,-0.010472332206579504,0.0015838821480949061,0.006397350638912558,-0.020069978350413797,-0.006195268685371902,COR
COR Week 40,0.029409559400639607,0.02454955300323558,-0.0019617374600877646,-0.017830771081418062,-0.018297459020702234,COR
COR Week 41,0.0019657007766595846,0.02971960283240027,-0.01954699132894666,0.0223837667748934,-0.010207651651467087,COR
COR Week 42,0.012660019217825447,0.01130777184392362,-0.006944926466076695,-0.001538577608584224,0.034741131236590395,COR
COR Week 43,0.01604285144871742,0.017788128316956753,0.012567900211098104,0.007822040442054146,0.021873019856393228,COR
COR Week 44,-0.013119053229047495,-0.005724423670630641,-0.009659734486150096,0.019572371468774552,0.0240750325641359,COR
COR Week 45,0.0022890071676848756,-0.0145052214332827,-0.009207072447612541,-0.02016563873932442,-0.012838745117187522,COR
COR Week 46,0.011241103734738633,-0.012602578698934996,0.019767013330217242,0.02002564220843439,0.019380832283803384,COR
COR Week 48,-0.003160398264410502,0.004366786717322935,0.016617085445768343,0.005507073806088503,0.013750512982639407,COR
COR Week 49,-0.015575645889462697,-0.011443201010315707,0.005728714386697975,0.0009983759142482285,-0.03009506441838694,COR
COR Week 50,0.011310682250511128,-0.01297845818512211,0.0014543143364196265,0.001996743646903054,0.007185912673658645,COR
COR Week 51,0.0025781398877606776,0.0009568452394530524,0.011590407365350996,-0.00029531685326511514,0.00437165602704126,COR
CNC Week 2,0.019648939899876483,0.028006171733523155,0.00374910102903403,-0.00547811806621068,0.008387654248588117,CNC
CNC Week 4,0.005055734933033573,-0.014961899277426527,-0.01348705475511458,0.012344045001075443,0.013111315641979981,CNC
CNC Week 5,0.0063414716507306235,-0.010416733098453479,0.02430153113378064,0.03438212503127702,-0.011774795766542168,CNC
CNC Week 6,0.00273056002899863,0.06040348060548251,0.0032683411378706673,-0.020942355861248152,-0.009863360855667191,CNC
CNC Week 7,-0.015722486358519805,0.02524081991103544,0.0016650735799190741,-0.016741909780010333,-0.009056877455760337,CNC
CNC Week 9,-0.010775789423587034,0.006414896655505098,0.018400466039927732,0.0011808983675096751,0.014979998711335929,CNC
CNC Week 10,-0.029750204499684574,-0.022996744736754837,0.015692028737105623,0.019191357834264844,-0.012197995612465817,CNC
CNC Week 11,0.011029830098943316,0.015178450747116212,0.014717931634708137,0.012777720447294971,-0.002727955035309093,CNC
CNC Week 12,-0.011283313059873401,0.009452446049846852,-0.05835332451935116,0.027285957130500194,0.010388351586929412,CNC
CNC Week 13,-0.004089245111535855,-0.0036367616889102505,0.016837399034939526,-0.025127352403992553,0.01567881763328005,CNC
CNC Week 14,-0.015553757429871085,0.007721567159924891,0.026995177014000893,0.016528865548827376,-0.0009032769180828959,CNC
CNC Week 16,-0.01918192332502655,0.013077293193560546,0.03512041339093197,-0.013144655322546162,-0.03904818782764097,CNC
CNC Week 17,0.005331085519715284,-0.035116702044544645,-0.014167025789273868,0.010777937364108592,-0.012746578414170595,CNC
CNC Week 18,-0.01849789493125964,0.016190220324105553,0.03198913917558466,0.023036979234723365,-0.009313851902495895,CNC
CNC Week 19,-0.05759843399025599,0.009723407239899284,0.00862934528897763,0.0071915910735422806,0.013418642039211282,CNC
CNC Week 20,0.029154537594462626,-0.007318257054398147,-0.027705135235783218,0.010639632900801832,0.02807356863454702,CNC
CNC Week 21,0.012711886095724712,0.013598304933701622,-0.021786510100046508,-0.04008906654341826,0.0307730405573734,CNC
CNC Week 23,0.015493432037983812,0.0013214874240097263,-0.008998200524657052,-0.031234889572825053,-0.006373338268318096,CNC
CNC Week 24,-0.047918564779564576,0.007001405945284089,0.016135323014218272,-0.010586105144798408,-0.004175361395781008,CNC
CNC Week 26,0.019529871081162886,-0.0028378605254295586,0.007233494570219934,-0.0038851168067993713,0.01891027612077978,CNC
CNC Week 27,-0.01693537988606264,0.014867281843427449,-0.008719916072227107,0.0322542802146073,-0.008976262883217512,CNC
CNC Week 28,-0.003554202639934889,-0.019790601176248757,0.006690922390996112,0.04547576292831379,0.0006691674787329127,CNC
CNC Week 29,0.018167601774863096,-0.013026763348538362,0.003881970495839493,0.004750859518581896,0.01088627487565108,CNC
CNC Week 31,-0.007744446716676956,0.011490488440040636,-0.005465593400275082,0.001831876760289619,0.0008605123158464956,CNC
CNC Week 32,0.002901629599262101,0.015537901339305327,0.0005276253406036879,-0.008542475861640031,0.027975717409375545,CNC
CNC Week 33,0.006001674614215746,-0.009154488566894936,-0.015571472765366745,0.005377986892212805,0.01636254717757213,CNC
CNC Week 34,-0.0010319759808712359,-0.0174587023566789,0.00536223460159424,0.001150393298388508,-0.060482614775840604,CNC
CNC Week 35,0.016677784737411105,-0.002734033172846817,-0.015900916096240003,0.016714954710352004,-0.01304246865271197,CNC
CNC Week 36,-0.019100512630904953,0.011321181696708926,0.021605286752662156,0.007999076380135861,0.009892419646068795,CNC
CNC Week 37,-0.03089346285729111,-0.06786627449956828,0.024785532369379748,-0.02000001419422237,0.005813928225754772,CNC
CNC Week 38,-0.016043329418584662,-0.029972424052723934,-0.024348055018389325,-0.002913647704841593,-0.012704866111442614,CNC
CNC Week 40,0.02814551484540395,0.010875034332275435,-0.0007419956219899548,-0.007053578914056113,-0.06754733690481052,CNC
CNC Week 41,-0.014167302364571865,0.021149640908530998,-0.013276686192933096,0.012648041513268593,-0.012755767435867593,CNC
CNC Week 42,0.01184383872507988,0.0018621892668282403,0.005310694735788601,-0.02073427984038323,-0.004045894073961831,CNC
CNC Week 43,0.026540272511440754,0.10315261768449635,0.013990264698855226,-0.008608529842717538,0.02057812969208439,CNC
CNC Week 44,-0.007808925110826315,0.009397428375057304,-0.010124551885165367,0.00023517838037978578,-0.039374687376867556,CNC
CNC Week 45,0.014927120288746432,0.01265826510413226,-0.0014286041259765625,0.00655702276784953,-0.027952156837868558,CNC
CNC Week 46,-0.00036552673825296367,-0.028888380303924044,-0.0020082344218906867,0.017859365247058223,0.02162362527370565,CNC
CNC Week 48,0.0008248844487479534,-0.006004970380288466,0.031153813549595233,-0.014244749565681114,-0.00023303395449636444,CNC
CNC Week 49,0.006527538787942655,-0.004863904763949489,0.016525057184944236,-0.009845456501139549,-0.0027748626395800446,CNC
CNC Week 50,0.007420282778532572,-0.04223729076677307,-0.0026436099192028717,-0.03240966796875,0.013572456735413185,CNC
CNC Week 51,0.00024565900112483163,-0.012773285911519605,0.015800003929546502,0.007225919496200106,-0.007417322789356473,CNC
CNP Week 2,0.0010846235289589945,-0.0104731278416067,0.0007299437241650164,0.004741034296312563,0.0021779083467379223,CNP
CNP Week 4,-0.0065837711840225355,0.004418293074653024,0.0007330846741815389,0.002564161323412195,0.017902804387779803,CNP
CNP Week 5,0.017946876850182925,-0.00987308464807668,0.008547000419168338,-0.006002827617438644,-0.00923624271421608,CNP
CNP Week 6,0.006812496888334074,0.00391740066418933,0.002128395346069345,-0.02230085524837533,-0.007965286532164773,CNP
CNP Week 7,-0.017883203574454942,-0.0007432351496499123,-0.00037189397950254666,-0.0026041553947065976,-0.007459860483954306,CNP
CNP Week 9,-0.0010956457347106596,-0.0171846879030233,0.03125000665230426,0.018759035737535346,0.02655807386964093,CNP
CNP Week 10,-0.008968617831479508,-0.006613248511531111,-0.005606228087879694,0.011275602946994923,-0.008710801162166715,CNP
CNP Week 11,-0.001406007537948839,0.01654344652864559,-0.00034620227921566826,0.007273954914032155,-0.0010316604788245254,CNP
CNP Week 12,0.014457834331304653,0.0,0.005089973850489038,0.00540175026599532,0.02115510900740558,CNP
CNP Week 13,-0.0009865401774430405,0.013824887685854215,-0.000649303600987583,-0.004548450093369016,0.01664491641778998,CNP
CNP Week 14,-0.007062578364322669,0.003233119317266553,0.023847881235679047,0.0075542291567982645,0.01499541962208406,CNP
CNP Week 16,-0.003703788300324029,-0.0034077018126194014,0.018029277714245673,-0.014961883311963242,-0.013329151277113649,CNP
CNP Week 17,-0.0025133497925795556,-0.014488160140871065,0.0012783319593596687,0.0035110312996946558,-0.026399488219058798,CNP
CNP Week 18,-0.012740976452812691,0.010589067155651444,0.02619512812960667,-0.012763229629315864,-0.006787362255864515,CNP
CNP Week 19,-0.011389534223346653,0.0032916518838772557,-0.0026246694523468506,-0.00032895490155659957,0.021059602166858538,CNP
CNP Week 20,-0.0019336568470279536,0.012915774450999784,-0.022314336761635856,-0.00032605897805537687,-0.0026092604078341575,CNP
CNP Week 21,0.008502296583731583,0.015239925779152452,0.016927521420816882,0.004396965734218439,0.013758556379210418,CNP
CNP Week 23,-0.004104804561207098,0.016804019147505844,-0.02369816763685506,-0.0223570382475492,-0.016007832778430542,CNP
CNP Week 24,-0.04913683294647042,-0.03631281530524766,0.01884059603538235,-0.024182086944572023,-0.0014577592838489473,CNP
CNP Week 26,0.0048526650882942945,0.003449478518773752,0.0010313058263369257,0.015796671401633322,0.0311020986702788,CNP
CNP Week 27,-0.04622950319383967,0.008594018518001345,-0.0010225182852584558,0.0020471297981679015,0.005447730433782549,CNP
CNP Week 28,-0.0030477531491759358,-0.01222828137978793,0.0013755473050993672,0.016826914732021026,-0.0016886573245020742,CNP
CNP Week 29,0.006427623054476861,-0.012437002999441948,-0.0020421874627724046,0.012960473126550465,0.013468000277946368,CNP
CNP Week 31,-0.0018933850514306627,0.002213139552013743,-0.0003154646259039273,-0.00946674469401676,0.002548579970104603,CNP
CNP Week 32,0.003495411908219559,0.01583286600875833,-0.0003117872711835279,-0.004989081663069994,0.01848950659383153,CNP
CNP Week 33,0.005846111591045755,0.0042827534483687035,-0.009747288811259969,0.00246083774792738,0.0018410976683058689,CNP
CNP Week 34,-0.018989363479527177,-0.0037464544632554997,0.011281749046475165,0.0030988060955243757,-0.019153504860763504,CNP
CNP Week 35,0.010708666223240737,-0.013711453161901366,-0.003791435492293327,0.013320649132489093,-0.005320816032378217,CNP
CNP Week 36,-0.002517304026984246,0.03059928651925725,0.0009183530968992493,0.004587085861833984,0.007610350429603452,CNP
CNP Week 37,-0.022658611316443977,0.012364808183805476,-0.017404570834327338,-0.004350509270378056,0.013108556708616437,CNP
CNP Week 38,-0.014479338466134362,-0.001250359751950425,-0.009076710754377548,-0.003158571760950246,-0.03326993836592562,CNP
CNP Week 40,0.023420860193918758,0.020457702824767443,-0.021066966795931674,-0.05102392712961501,-0.019385540734729645,CNP
CNP Week 41,-0.0041028983660617024,-0.0037453325322945874,-0.039473726667336395,0.019569472208623262,-0.006525914828131363,CNP
CNP Week 42,0.014296787141875544,0.027047584170386996,0.0014837135343368502,-0.014814800686306473,0.015413527877154776,CNP
CNP Week 43,0.007404622506332448,0.016170545713421358,-0.0018082906962153533,0.01413041247312008,0.029296166542678748,CNP
CNP Week 44,-0.006941994422014708,-0.009087739368581649,-0.008465600278264374,-0.0035574663571120713,0.016779696876612737,CNP
CNP Week 45,-0.02001403455006734,0.008599060280554571,0.001420991689854656,0.04292298905815217,-0.009183689158740571,CNP
CNP Week 46,0.0,0.0,0.01064199732997384,-0.008491847672040254,0.01644397168394307,CNP
CNP Week 48,-0.005798978732817539,-0.00907325603070741,0.017331611771347344,-0.00257151790859933,-0.011601695210612606,CNP
CNP Week 49,-0.007173110949045602,0.01215103194135514,-0.01395198927428909,-0.001316189831590986,0.003294905443585572,CNP
